hand_x,hand_y,hand_z,hand_rot_x,hand_rot_y,hand_rot_z,elbow_x,elbow_y,elbow_z,elbow_rot_x,elbow_rot_y,elbow_rot_z
-0.9200188,0.9420729,0.06847215,57.71261,333.298,279.1223,-0.599378,1.316634,0.07924271,300.8867,89.52631,223.6817
-0.9209851,0.9435301,0.06822276,58.03031,333.5744,278.6968,-0.599378,1.316634,0.07924271,300.8867,89.52631,223.6817
-0.9261822,0.9493996,0.06397963,61.20647,335.2112,270.5802,-0.599378,1.316634,0.07924271,300.8867,89.52631,223.6817
-0.9300867,0.9506882,0.06299567,62.03362,332.9503,264.6335,-0.599378,1.316634,0.07924271,300.8867,89.52631,223.6817
-0.9430474,0.9568083,0.06763959,58.80722,325.3688,259.6223,-0.5420641,1.274775,0.09980893,295.1323,88.44984,229.5462
-0.9624964,0.9657946,0.07316542,51.84791,311.3882,255.83,-0.5420605,1.274771,0.09980762,295.1238,88.44408,229.555
-0.9664181,0.967749,0.07372189,51.02323,308.1891,254.8718,-0.4924496,1.237803,0.1134804,289.9716,85.59217,236.1901
-0.9665757,0.9675666,0.07362342,51.13874,307.1378,254.2336,-0.4924496,1.237803,0.1134804,289.9716,85.59217,236.1901
-0.9620053,0.9636209,0.07281387,53.98338,304.2869,248.5385,-0.4593199,1.213168,0.1208422,286.3109,83.25904,241.047
-0.9500781,0.9539346,0.06968951,59.39437,300.4377,238.3214,-0.4372333,1.197294,0.1250756,283.9641,81.11675,244.7191
-0.9350387,0.9416347,0.06574869,64.57354,293.6848,226.9449,-0.4030708,1.173992,0.1323135,280.4158,75.79659,252.2523
-0.9308149,0.9382093,0.06494355,65.54723,291.8632,224.4859,-0.4030708,1.173992,0.1323135,280.4158,75.79659,252.2523
-0.9160131,0.9253657,0.06318355,67.85336,287.6685,219.243,-0.3671656,1.151131,0.137226,276.9286,65.33952,265.2538
-0.9061803,0.9170874,0.06512165,68.8634,286.6902,218.2544,-0.3673223,1.151461,0.1373355,276.8487,64.94999,265.7824
-0.889099,0.9020278,0.06886578,69.70734,287.2531,219.1141,-0.3335546,1.132626,0.140462,274.0765,39.06213,294.2204
-0.870062,0.8839043,0.07375062,69.93333,289.6954,221.6284,-0.2953075,1.114206,0.1420984,273.9084,333.2629,2.869577
-0.850788,0.866079,0.08143663,70.08859,292.7734,223.8765,-0.2950639,1.114246,0.1417603,273.9008,333.2136,2.888797
-0.836018,0.8519835,0.08518982,70.49277,295.1478,225.2994,-0.2547498,1.098614,0.142755,277.3872,301.1025,37.61794
-0.8209866,0.8382599,0.09077072,71.18703,297.7298,226.7157,-0.2548084,1.098949,0.1425173,277.3945,300.4138,38.23654
-0.7942475,0.8122277,0.09615135,72.58656,301.6721,229.2459,-0.207738,1.08513,0.1421956,282.7679,288.2065,53.3106
-0.7749366,0.7936139,0.09942055,73.50673,304.2404,231.5139,-0.1630883,1.077466,0.1397982,289.1391,281.6376,62.00264
-0.7544712,0.7740222,0.102512,74.43689,306.613,233.7735,-0.154642,1.07712,0.1392097,291.029,280.9789,62.50868
-0.7329377,0.7536219,0.1054261,75.32371,308.5581,235.6118,-0.1163672,1.072213,0.1371138,297.8354,279.1673,64.40997
-0.7096761,0.7306049,0.1082045,76.47153,310.131,236.9443,-0.1163672,1.072213,0.1371138,297.8354,279.1673,64.40997
-0.6844126,0.7068678,0.1106143,77.85706,312.0818,238.4377,-0.07288373,1.06948,0.1334946,306.9078,277.1011,65.07257
-0.6713647,0.6946996,0.1117593,78.61504,313.7153,239.7125,-0.05650127,1.06936,0.1315365,310.6475,276.2865,65.03978
-0.6137933,0.6448207,0.1164513,81.76759,328.7843,252.0534,-0.05650127,1.06936,0.1315365,310.6475,276.2865,65.03978
-0.5818816,0.6206955,0.1196132,82.7562,341.3531,261.9106,-0.01870418,1.071871,0.1252325,320.0456,275.2097,64.68343
-0.532612,0.5869275,0.1250057,82.73305,359.2091,273.4821,0.001592875,1.073498,0.1228664,325.1249,274.6291,64.67392
-0.4767903,0.5561091,0.1330485,80.37573,9.242784,275.462,0.001611233,1.074229,0.12174,325.0159,274.7399,64.68094
-0.4373804,0.5382082,0.1377205,77.90099,13.214,275.1779,0.03164637,1.077449,0.1183075,332.4431,274.0948,64.70707
-0.3472532,0.5097895,0.1463571,71.69102,21.08149,278.769,0.04793715,1.080682,0.117631,336.7677,274.1652,65.0563
-0.3230836,0.5044384,0.1471363,70.2894,23.52204,281.1386,0.04762769,1.082785,0.1185206,336.5956,274.5648,65.24866
-0.2218786,0.4900385,0.1463116,66.03564,33.83427,293.7399,0.08941102,1.091039,0.117692,347.2269,274.9272,66.31916
-0.1207279,0.4864707,0.1373972,63.99689,45.17295,307.8947,0.08941102,1.091039,0.117692,347.2269,274.9272,66.31916
-0.042606,0.4912455,0.12674,63.28508,55.02253,318.8279,0.08652532,1.090786,0.1157453,347.1884,275.0465,66.39994
0.03511989,0.5028062,0.1168488,60.5887,64.69933,328.7303,0.08652532,1.090786,0.1157453,347.1884,275.0465,66.39994
0.08702803,0.5156655,0.1106629,57.39259,69.04046,332.799,0.08652532,1.090786,0.1157453,347.1884,275.0465,66.39994
0.1374446,0.5323838,0.1060736,53.33501,71.98263,336.0196,0.1480967,1.118362,0.1130151,2.286801,275.4651,67.39278
0.2365682,0.5786476,0.09780777,43.75745,76.09682,342.3973,0.1480967,1.118362,0.1130151,2.286801,275.4651,67.39278
0.2826327,0.606953,0.09410858,38.35111,78.11808,346.2977,0.1619247,1.129099,0.1117088,5.771095,275.6261,67.60587
0.3286092,0.6402466,0.08976579,32.47929,80.1038,350.5442,0.1672783,1.135777,0.1101716,7.863028,275.4897,68.05302
0.3907977,0.6942163,0.0850569,23.50744,81.47939,354.9359,0.1742684,1.142901,0.108819,9.339928,275.3725,68.6703
0.4409205,0.7490788,0.08300233,16.41181,80.8427,357.1276,0.1741582,1.142963,0.1088142,9.283498,275.3702,68.68492
0.5699476,1.389367,0.05001068,297.2357,74.22227,20.80667,0.1865231,1.158272,0.1062202,11.37906,275.3142,69.97806
0.5736226,1.401834,0.05032587,297.3958,73.06754,22.32285,0.1865231,1.158272,0.1062202,11.37906,275.3142,69.97806
0.578626,1.410454,0.04873753,297.588,72.42325,23.65687,0.196321,1.172768,0.1043549,12.32825,275.3112,71.07966
0.578626,1.410454,0.04873753,297.588,72.42325,23.65687,0.199672,1.181531,0.1037993,12.62453,275.2752,71.52563
0.578626,1.410454,0.04873753,297.588,72.42325,23.65687,0.1981887,1.180426,0.1036108,12.74372,275.3489,71.61932
0.578626,1.410454,0.04873753,297.588,72.42325,23.65687,0.1999723,1.191504,0.1006531,13.607,275.4041,72.33373
0.578626,1.410454,0.04873753,297.588,72.42325,23.65687,0.2030056,1.196763,0.09942758,13.85952,275.3339,72.42303
0.578626,1.410454,0.04873753,297.588,72.42325,23.65687,0.2007847,1.189454,0.09972477,14.32679,275.4818,72.66682
0.5939231,1.449365,0.03565824,295.7095,75.72717,18.21116,0.2056501,1.197633,0.09780037,14.95268,275.5574,72.89077
0.5938316,1.453558,0.03470671,295.7724,76.21012,18.02407,0.2074063,1.200619,0.09723115,15.15243,275.6389,72.93904
0.5938316,1.453558,0.03470671,295.7724,76.21012,18.02407,0.2073642,1.200594,0.09724081,15.13171,275.6359,72.94202
0.5942715,1.453985,0.03319955,295.8936,75.93118,18.4461,0.2039298,1.212404,0.09245169,15.42302,275.6068,73.49421
0.5942715,1.453985,0.03319955,295.8936,75.93118,18.4461,0.202505,1.211389,0.0933181,15.53407,275.6362,73.50224
0.5942715,1.453985,0.03319955,295.8936,75.93118,18.4461,0.202502,1.21139,0.09332788,15.53137,275.6405,73.5069
0.5942715,1.453985,0.03319955,295.8936,75.93118,18.4461,0.2050313,1.216908,0.09306324,15.56163,275.8873,74.06403
0.5942715,1.453985,0.03319955,295.8936,75.93118,18.4461,0.2050002,1.216672,0.093063,15.58336,275.8912,74.07314
0.5942715,1.453985,0.03319955,295.8936,75.93118,18.4461,0.2050002,1.216672,0.093063,15.58336,275.8912,74.07314
0.5942715,1.453985,0.03319955,295.8936,75.93118,18.4461,0.2050002,1.216672,0.093063,15.58336,275.8912,74.07314
0.5942865,1.454001,0.03320611,295.8949,75.92744,18.454,0.2050002,1.216672,0.093063,15.58336,275.8912,74.07314
0.5922509,1.456105,0.03364885,296.0637,75.87473,18.54074,0.2050002,1.216672,0.093063,15.58336,275.8912,74.07314
0.5932084,1.457367,0.03254485,296.1856,75.97868,18.60577,0.1972488,1.216528,0.09548271,14.91922,276.5111,74.52646
0.5937583,1.45889,0.03195822,296.3387,76.17651,18.79549,0.1957914,1.216184,0.09306169,14.92804,276.5032,74.58331
0.5939405,1.461298,0.03176832,296.4065,76.31338,18.92746,0.1932175,1.215898,0.09322941,14.46698,276.6404,74.45005
0.5943131,1.463064,0.03150761,296.2989,76.04266,19.33414,0.1929915,1.215823,0.09323156,14.40452,276.6365,74.44049
0.5943296,1.465285,0.03132331,296.1608,75.85564,19.59852,0.184651,1.213207,0.09353983,12.96609,276.7929,74.07963
0.5942978,1.469074,0.03058267,295.5454,75.53306,19.71731,0.1831691,1.213128,0.09184897,12.93214,276.8171,73.98892
0.5939758,1.471962,0.02990639,295.0134,75.48354,19.50743,0.1760943,1.210263,0.09207904,11.86131,276.9059,73.70998
0.5938802,1.473595,0.02946711,294.724,75.51702,19.32922,0.1705593,1.207941,0.09245384,10.9931,277.0196,73.51546
0.5934172,1.478853,0.02758706,293.927,76.00765,18.57417,0.1633468,1.204842,0.09304726,9.878334,277.188,73.22177
0.5931987,1.481817,0.02593756,293.599,76.6237,18.04334,0.1633468,1.204842,0.09304726,9.878334,277.188,73.22177
0.5935321,1.488204,0.02253079,293.0791,77.82709,17.50744,0.1632465,1.204954,0.09306324,9.803625,277.1974,73.16377
0.5950496,1.493805,0.01946187,292.6386,79.24863,16.72285,0.1357911,1.187513,0.09709346,6.006277,277.6913,71.62051
0.5949359,1.493722,0.01954198,292.593,79.19769,16.7568,0.1353843,1.187292,0.09706342,5.966906,277.6572,71.57442
0.5964483,1.49677,0.01783323,292.4536,80.78827,15.22586,0.1353843,1.187292,0.09706342,5.966906,277.6572,71.57442
0.5972579,1.49864,0.01676476,292.3548,82.1313,13.85321,0.1096089,1.174179,0.09922576,2.583466,277.8874,70.18481
0.5987066,1.501701,0.01548481,292.1348,84.4474,11.50098,0.1092898,1.174304,0.09938574,2.489547,277.9369,70.13391
0.5998093,1.503344,0.01544797,291.7799,84.52923,10.36722,0.1092898,1.174304,0.09938574,2.489547,277.9369,70.13391
0.6003544,1.502958,0.01668239,291.7781,81.58333,12.69347,0.1092898,1.174304,0.09938574,2.489547,277.9369,70.13391
0.6004483,1.50249,0.01734698,291.8372,80.12389,14.05387,0.1092898,1.174304,0.09938574,2.489547,277.9369,70.13391
0.6004483,1.50249,0.01734698,291.8372,80.12389,14.05387,0.1092898,1.174304,0.09938574,2.489547,277.9369,70.13391
0.6004483,1.50249,0.01734698,291.8372,80.12389,14.05387,0.1092898,1.174304,0.09938574,2.489547,277.9369,70.13391
0.6009787,1.501083,0.01905262,292.2908,77.14472,17.14583,0.1092898,1.174304,0.09938574,2.489547,277.9369,70.13391
0.6033928,1.496274,0.02183294,293.9081,73.80817,21.15159,0.1092898,1.174304,0.09938574,2.489547,277.9369,70.13391
0.6039848,1.494718,0.02198029,294.3568,73.99074,21.08377,0.001256824,1.140299,0.1148669,345.5834,281.2452,64.408
0.6039848,1.494718,0.02198029,294.3568,73.99074,21.08377,-0.01405692,1.15451,0.1118056,341.1213,280.3375,63.75992
0.6039848,1.494718,0.02198029,294.3568,73.99074,21.08377,-0.02965224,1.152351,0.1131887,338.9015,280.7082,63.03588
0.6039848,1.494718,0.02198029,294.3568,73.99074,21.08377,-0.02965224,1.152351,0.1131887,338.9015,280.7082,63.03588
0.6045692,1.49302,0.02209985,294.7109,74.46052,20.56446,-0.07767332,1.150918,0.1161253,332.2818,281.3157,63.9088
0.6054188,1.486953,0.02157736,295.5624,77.85644,16.77737,-0.08480275,1.150845,0.1166551,331.3354,281.4166,63.90495
0.6053976,1.484711,0.02113473,295.7154,79.29717,15.22497,-0.1055901,1.150517,0.1183448,328.5313,281.8387,63.59115
0.6037923,1.47118,0.0207212,296.0346,80.15737,14.85797,-0.1261208,1.150115,0.1201174,325.8336,282.3498,63.05432
0.6027774,1.464557,0.02271676,296.4991,76.73383,18.62826,-0.1426311,1.149393,0.1211392,324.2852,282.4816,63.0522
0.6019616,1.453193,0.02637196,297.7984,70.79906,25.42879,-0.1426311,1.149393,0.1211392,324.2852,282.4816,63.0522
0.600749,1.390428,0.03048182,303.8797,77.58883,17.33683,-0.1426311,1.149393,0.1211392,324.2852,282.4816,63.0522
0.5980273,1.376972,0.02734041,304.4134,81.49516,12.93585,-0.197224,1.149061,0.1249535,318.0691,283.7769,62.52755
0.5655547,1.250199,0.04564416,318.5209,74.53414,22.18204,-0.1971867,1.14914,0.1249478,318.069,283.7975,62.48075
0.5532192,1.219973,0.04427695,322.8297,76.25375,18.30209,-0.2198263,1.152094,0.129012,315.9915,284.3412,61.68933
0.5389448,1.187644,0.0433538,327.7863,76.47804,14.69964,-0.2424011,1.15267,0.1295617,313.715,284.5942,61.00863
0.5285705,1.166768,0.04329693,331.0974,76.17751,12.81236,-0.24247,1.15266,0.1294459,313.7762,284.5048,61.02293
0.5097046,1.136221,0.04114866,336.2166,76.61809,10.06409,-0.2439469,1.160187,0.1362239,314.5818,284.0986,61.38651
0.5031294,1.126631,0.04064655,337.5143,77.20694,9.259051,-0.2590082,1.167399,0.1408025,312.1381,285.2428,58.71115
0.4735422,1.090858,0.03832233,340.7907,81.46291,6.668122,-0.2584295,1.167516,0.1405425,312.1289,285.1979,58.78619
0.4580438,1.073546,0.03423524,341.1737,84.02921,5.654812,-0.2773118,1.170241,0.1339884,310.2074,284.7532,58.13573
0.4208941,1.040206,0.02887166,343.2736,86.82751,2.157518,-0.2870224,1.169492,0.1308404,308.9423,284.7345,57.50563
0.4018986,1.024642,0.02739739,345.6343,87.3269,359.7139,-0.2857594,1.170034,0.1279166,308.8,284.4487,58.16449
0.3760394,0.9993532,0.02470708,350.08,88.28455,358.2546,-0.2857594,1.170034,0.1279166,308.8,284.4487,58.16449
0.3410503,0.9658242,0.02369881,356.6143,90.1529,359.5079,-0.3674099,1.153984,0.1539153,306.877,282.6399,56.36808
0.303121,0.9354973,0.02293527,0.7180387,93.43678,359.9245,-0.3678792,1.153445,0.1546084,306.6932,282.6165,56.34928
0.2831206,0.9228386,0.02224672,1.705113,94.27881,359.3699,-0.3678792,1.153445,0.1546084,306.6932,282.6165,56.34928
0.2626374,0.9100851,0.02392733,2.678088,93.6717,357.8232,-0.3678792,1.153445,0.1546084,306.6932,282.6165,56.34928
0.2425824,0.8979723,0.02675247,4.769021,91.80287,355.6303,-0.4211415,1.164345,0.1620559,303.8271,280.3199,56.77958
0.2135493,0.8799725,0.03343475,8.710173,88.27026,353.5892,-0.4356197,1.168054,0.1642499,303.5047,279.3183,57.18657
0.1844026,0.8631958,0.04095876,12.50296,85.32069,353.782,-0.4355215,1.168146,0.16449,303.4464,279.6169,56.96676
0.1647317,0.8533723,0.04542208,14.54812,84.22066,354.1831,-0.4517375,1.173163,0.1670918,303.1086,278.3615,57.6828
0.1647317,0.8533723,0.04542208,14.54812,84.22066,354.1831,-0.4636506,1.176725,0.1684515,302.9773,277.3646,58.46146
0.1647317,0.8533723,0.04542208,14.54812,84.22066,354.1831,-0.4636506,1.176725,0.1684515,302.9773,277.3646,58.46146
0.1647317,0.8533723,0.04542208,14.54812,84.22066,354.1831,-0.477393,1.18208,0.1708599,303.0364,276.3057,59.26854
0.1353581,0.8413224,0.05075788,16.01206,83.6078,354.5623,-0.4876331,1.185722,0.1724495,303.204,275.5463,59.86473
0.1159068,0.8349001,0.05358291,15.97652,83.57735,354.2321,-0.487624,1.185708,0.1724375,303.2153,275.5428,59.8617
0.09686172,0.829221,0.05604219,15.90577,83.81866,352.98,-0.4983536,1.189665,0.1733408,303.524,274.3272,60.73561
0.05236483,0.8167729,0.06024778,16.9021,85.41805,348.7519,-0.5063318,1.192644,0.1743765,303.9182,273.7186,61.08685
0.02725875,0.8090932,0.06309903,18.77227,86.55676,348.0924,-0.5174314,1.197017,0.1752101,304.6868,272.7278,61.54283
0.01144588,0.8049314,0.06563401,19.84439,87.18408,348.4224,-0.5173944,1.19701,0.1751772,304.6891,272.7356,61.54637
-0.01064646,0.8001436,0.06995022,21.31752,87.81264,348.9308,-0.5280043,1.200506,0.1757078,305.6197,271.9248,61.99766
-0.02425086,0.7977957,0.07359958,21.95783,87.91985,349.2915,-0.5354317,1.203454,0.1759853,306.316,271.4048,62.38295
-0.08239555,0.799253,0.09913719,23.46293,85.02271,348.9299,-0.5354363,1.203441,0.1758301,306.3045,271.3907,62.39709
-0.09508681,0.801591,0.105334,23.61516,84.49285,348.4563,-0.5354363,1.203441,0.1758301,306.3045,271.3907,62.39709
-0.102798,0.8037822,0.1089456,23.58169,84.33711,348.1419,-0.5354363,1.203441,0.1758301,306.3045,271.3907,62.39709
-0.1131554,0.8075496,0.114404,23.60864,84.27727,347.9985,-0.5354363,1.203441,0.1758301,306.3045,271.3907,62.39709
-0.1158917,0.8084111,0.1155689,23.63001,84.28458,348.0016,-0.5354363,1.203441,0.1758301,306.3045,271.3907,62.39709
-0.1241969,0.812925,0.1202832,23.27253,84.34601,348.5166,-0.5354363,1.203441,0.1758301,306.3045,271.3907,62.39709
-0.1275214,0.8136364,0.1219294,23.43725,84.20057,348.7525,-0.5354363,1.203441,0.1758301,306.3045,271.3907,62.39709
-0.1380119,0.8234013,0.1296573,22.21747,84.08926,349.449,-0.5354363,1.203441,0.1758301,306.3045,271.3907,62.39709
-0.1429617,0.8302027,0.1345735,21.42216,83.81392,349.142,-0.5352851,1.20318,0.1756405,306.2827,271.3459,62.43046
-0.1458583,0.8349741,0.137675,21.03539,83.54155,348.7436,-0.5353717,1.203279,0.1757981,306.2794,271.3903,62.40862
-0.1494955,0.8428125,0.1424226,20.4562,82.87839,347.9426,-0.5358051,1.203394,0.1758997,306.3332,271.3439,62.47661
-0.150461,0.8457227,0.1440568,20.20644,82.54609,347.7096,-0.5374318,1.203675,0.1761099,306.5508,271.161,62.7326
-0.1545167,0.8618231,0.1524062,19.08868,80.64568,347.9039,-0.5384022,1.203723,0.1761489,306.7041,271.0359,62.82609
-0.1573662,0.8810022,0.1604338,17.39493,78.57612,350.4525,-0.5411316,1.204242,0.1766801,307.1006,270.9871,62.89669
-0.158934,0.8935555,0.1646281,16.04311,77.54786,352.7005,-0.542637,1.204702,0.1768651,307.2833,270.9821,62.88425
-0.160586,0.9063855,0.1683141,14.49982,76.6663,355.3625,-0.546472,1.205845,0.1773709,307.8042,271.0557,62.74451
-0.1618959,0.9145035,0.1705257,13.46455,76.13108,357.142,-0.5528806,1.20789,0.1773975,308.5914,270.675,62.94448
-0.1643753,0.9340707,0.1741759,10.83234,75.27188,0.7477658,-0.5552748,1.208642,0.1772385,308.8647,270.5247,63.10468
-0.1655099,0.9412044,0.1752778,9.793077,75.09888,1.799032,-0.564149,1.210917,0.1764343,310.0397,269.7621,63.72974
-0.1672237,0.9507247,0.1764541,8.319776,75.06537,3.126045,-0.568108,1.211768,0.1762385,310.6102,269.5425,63.62311
-0.1684065,0.9565399,0.1769247,7.341878,75.18126,3.75431,-0.5732712,1.213042,0.1759287,311.3516,269.2584,63.28685
-0.1694373,0.9618341,0.1772379,6.324669,75.26154,4.275608,-0.5784763,1.21545,0.1750703,311.9059,268.7726,62.97182
-0.1713754,0.9683342,0.1773201,5.045253,75.71291,3.999726,-0.5811278,1.218013,0.1740111,312.0141,268.2613,63.19659
-0.1736817,0.9728035,0.1773248,4.008327,76.17539,3.469582,-0.5826412,1.220804,0.172945,311.8746,267.6341,63.76105
-0.1760099,0.9753795,0.1770767,3.271037,76.65779,2.776252,-0.5831538,1.222535,0.1723044,311.6619,267.3022,64.23447
-0.1785269,0.9757713,0.1766459,3.008945,77.17483,1.419994,-0.5835294,1.224802,0.1715821,311.2175,266.9846,64.88975
-0.182274,0.973167,0.1763427,3.459142,77.75867,359.299,-0.5834516,1.226411,0.1708585,310.7201,266.5794,65.50449
-0.183057,0.9722832,0.1764885,3.692474,77.80822,358.7875,-0.5836307,1.227157,0.1705517,310.4082,266.4467,65.73227
-0.184462,0.9704796,0.1766769,4.181285,77.79323,357.693,-0.584006,1.227788,0.1702482,310.149,266.5302,65.74642
-0.1880631,0.9653591,0.1779387,5.700908,77.20497,355.1949,-0.5847291,1.228171,0.1700984,310.0609,266.716,65.51585
-0.1901377,0.9625934,0.1787289,6.658974,76.683,354.3493,-0.5861083,1.228555,0.1695604,309.9366,266.83,65.4449
-0.1914756,0.9612936,0.1792734,7.085096,76.26333,354.2491,-0.5874652,1.228825,0.1683633,309.6372,266.8217,65.46836
-0.1932526,0.9604723,0.1798787,7.282901,75.57262,354.4306,-0.5878705,1.22909,0.1676693,309.3608,266.9084,65.27399
-0.1950268,0.960797,0.1803273,7.019422,74.84647,354.8899,-0.5883819,1.229472,0.1670243,309.1178,267.1207,64.90117
-0.1955863,0.9609993,0.1804066,6.8912,74.61802,355.0435,-0.5887531,1.229928,0.1663334,308.8865,267.3402,64.44252
-0.197618,0.9618151,0.1803253,6.369175,73.83088,355.5252,-0.5888978,1.230148,0.1659294,308.7653,267.3918,64.30194
-0.1976322,0.9617803,0.1803384,6.392002,73.81443,355.5263,-0.5892113,1.230571,0.1650091,308.629,267.5219,63.98063
-0.1989077,0.9619061,0.1798753,6.287459,73.34335,355.8794,-0.5895506,1.231242,0.1632426,308.4553,267.4687,63.72591
-0.1997856,0.9612045,0.1791687,6.599186,72.98051,356.139,-0.5604469,1.241046,0.1585882,305.6424,272.2857,63.40807
-0.2000258,0.9604399,0.1785214,6.868295,72.67228,356.3683,-0.5604469,1.241046,0.1585882,305.6424,272.2857,63.40807
-0.2002298,0.959697,0.1778857,7.090166,72.36891,356.7268,-0.557691,1.241956,0.1598721,305.5364,273.2015,63.45904
-0.200271,0.9594231,0.1775025,7.175322,72.21562,356.8438,-0.5561095,1.242673,0.1608067,305.4104,273.783,63.48278
-0.198836,0.9582044,0.175846,7.671114,71.51186,356.7254,-0.5561239,1.242681,0.1608144,305.4087,273.7861,63.49533
-0.1981992,0.9577976,0.1721612,7.49345,71.70988,357.7329,-0.5535542,1.243933,0.1616073,305.2431,274.574,63.82191
-0.195364,0.9585574,0.1679933,6.944538,72.64323,358.8502,-0.5535542,1.243933,0.1616073,305.2431,274.574,63.82191
-0.194434,0.9589374,0.1659968,6.590034,73.07519,358.7789,-0.5535542,1.243933,0.1616073,305.2431,274.574,63.82191
-0.1925681,0.9603479,0.1618377,5.324279,74.20389,359.0469,-0.5501181,1.245832,0.1639438,305.1662,276.1735,64.80793
-0.1915876,0.9607157,0.1608983,4.971244,74.46767,358.7788,-0.5501181,1.245832,0.1639438,305.1662,276.1735,64.80793
-0.1895777,0.9616947,0.1577096,4.092141,75.19751,356.8889,-0.5497695,1.245512,0.163188,305.1445,276.1449,64.83871
-0.1878436,0.9618847,0.1546347,3.239857,76.47018,353.6817,-0.5488049,1.24584,0.1641446,305.359,276.993,65.38336
-0.1852431,0.9644881,0.14881,2.555863,77.4524,349.1834,-0.549136,1.245412,0.1640365,305.6988,277.0575,65.74371
-0.1841724,0.9645973,0.1474963,2.59186,77.93347,350.386,-0.5495883,1.244948,0.163824,305.9759,277.026,65.84531
-0.182598,0.9659948,0.1440556,2.338665,79.25604,350.4766,-0.5498556,1.244694,0.1637132,306.1223,277.0073,65.89513
-0.1801126,0.9688847,0.1391436,1.763552,79.49113,350.2264,-0.5498654,1.244689,0.1637057,306.1254,277.0002,65.89301
-0.1796519,0.9698869,0.1387767,1.793669,79.39314,351.761,-0.5500196,1.244066,0.1639814,306.525,276.9406,65.9871
-0.1778029,0.9720823,0.1373197,2.654017,79.43964,2.452123,-0.5493811,1.244693,0.1634706,306.5126,276.9294,66.00598
-0.1760446,0.9734029,0.1343848,2.828267,79.69104,3.035292,-0.5493811,1.244693,0.1634706,306.5126,276.9294,66.00598
-0.1745119,0.9752271,0.1321336,2.577808,79.7521,0.8947349,-0.5493811,1.244693,0.1634706,306.5126,276.9294,66.00598
-0.1731967,0.9787766,0.1298871,1.319773,80.07956,358.8811,-0.5493811,1.244693,0.1634706,306.5126,276.9294,66.00598
-0.1725502,0.9821842,0.1279563,359.7883,80.5769,357.6856,-0.5493811,1.244693,0.1634706,306.5126,276.9294,66.00598
-0.1722523,0.9845366,0.1265377,358.7484,81.02685,356.7632,-0.5532933,1.24228,0.1618071,308.8736,277.0759,66.79244
-0.1720811,0.986505,0.1249117,357.5721,81.65101,355.3137,-0.5533971,1.242243,0.1617942,308.9307,277.0756,66.83111
-0.1722139,0.9893441,0.1220828,355.842,82.75384,353.6195,-0.5533971,1.242243,0.1617942,308.9307,277.0756,66.83111
-0.1720657,0.9899736,0.121259,355.2836,83.26635,353.5457,-0.5533971,1.242243,0.1617942,308.9307,277.0756,66.83111
-0.1719867,0.9899944,0.1204547,354.9897,83.64617,353.6951,-0.5533971,1.242243,0.1617942,308.9307,277.0756,66.83111
-0.1716861,0.9882243,0.1197439,354.856,84.01837,354.3732,-0.5533971,1.242243,0.1617942,308.9307,277.0756,66.83111
-0.1714672,0.9875614,0.119574,354.9702,84.0907,354.5518,-0.5533971,1.242243,0.1617942,308.9307,277.0756,66.83111
-0.1708879,0.9857669,0.1190828,355.492,84.29733,354.8619,-0.5533971,1.242243,0.1617942,308.9307,277.0756,66.83111
-0.1697176,0.9825839,0.1181087,356.629,84.70783,355.3342,-0.5533971,1.242243,0.1617942,308.9307,277.0756,66.83111
-0.1691476,0.981434,0.117703,357.0435,84.89463,355.4811,-0.5533971,1.242243,0.1617942,308.9307,277.0756,66.83111
-0.1675608,0.9784777,0.116241,358.426,85.45906,355.6632,-0.5533971,1.242243,0.1617942,308.9307,277.0756,66.83111
-0.166436,0.9763161,0.1146562,359.5802,85.97596,354.6962,-0.5670038,1.236831,0.1598783,319.8035,277.0018,68.85545
-0.165203,0.976517,0.1125183,359.7186,86.78667,350.8462,-0.566996,1.23682,0.1598854,319.8091,276.9991,68.8558
-0.165203,0.976517,0.1125183,359.7186,86.78667,350.8462,-0.566996,1.23682,0.1598854,319.8091,276.9991,68.8558
-0.1645777,0.9787923,0.1109132,358.899,87.04499,347.1761,-0.5675236,1.233776,0.1610321,323.3812,276.6498,69.9287
-0.1640011,0.9860471,0.1082716,356.6161,86.96865,342.5594,-0.5674769,1.233655,0.1610771,323.4461,276.6041,70.00153
-0.1635628,0.9896264,0.1075169,355.7722,86.70399,342.2617,-0.5674769,1.233655,0.1610771,323.4461,276.6041,70.00153
-0.1630602,0.9933779,0.106896,355.0262,86.33434,342.9232,-0.568153,1.229578,0.1626501,327.6924,276.0239,71.57699
-0.1625003,0.9972411,0.1065701,354.3799,85.80456,344.1608,-0.568153,1.229578,0.1626501,327.6924,276.0239,71.57699
-0.161724,1.001419,0.106284,353.8721,85.19579,345.5156,-0.568153,1.229578,0.1626501,327.6924,276.0239,71.57699
-0.1606477,1.009258,0.10559,353.115,84.21325,348.2325,-0.5680674,1.225631,0.1660143,332.0636,275.5265,73.1561
-0.160338,1.011337,0.1052288,352.8758,84.05508,348.6276,-0.56806,1.225653,0.1660092,332.0546,275.5226,73.16106
-0.1595424,1.01572,0.104126,352.2321,83.88622,349.0964,-0.5668319,1.222855,0.1693678,335.9295,275.0624,74.71162
-0.1582595,1.022816,0.1019819,350.8793,84.00895,348.9711,-0.5668343,1.222865,0.169361,335.9244,275.0591,74.71662
