hand_x,hand_y,hand_z,hand_rot_x,hand_rot_y,hand_rot_z,elbow_x,elbow_y,elbow_z,elbow_rot_x,elbow_rot_y,elbow_rot_z
-0.06852555,1.308151,0.0267297,2.350554,110.9885,297.165,-0.5417238,1.469206,0.09901631,340.9816,261.0599,138.3765
-0.0760504,1.265261,0.02504563,8.117821,111.5268,292.1075,-0.5343713,1.474937,0.09574211,338.5453,261.2295,140.2488
-0.08220541,1.237283,0.02333808,12.47134,112.6299,288.9128,-0.527511,1.47601,0.09253263,335.8484,261.5374,142.4724
-0.1028061,1.170323,0.01931691,23.9813,117.0211,285.4594,-0.5111026,1.468467,0.08341384,330.0502,261.3587,148.4291
-0.1225544,1.12237,0.0199405,32.23094,119.9122,285.6523,-0.5038253,1.462955,0.07896495,327.7274,260.9346,151.6013
-0.1322738,1.10158,0.02023447,35.7102,120.8416,285.8311,-0.4970752,1.456359,0.07429671,325.6366,260.2222,154.6522
-0.1447664,1.073775,0.02216101,39.96989,121.0304,286.4962,-0.4911078,1.449069,0.06956077,323.7531,259.256,157.4825
-0.1543597,1.048751,0.02528775,43.55507,120.2336,287.5755,-0.4834632,1.438325,0.06244814,321.0349,257.5365,161.407
-0.1625503,1.026669,0.02791607,46.5179,119.208,287.5408,-0.4766074,1.422274,0.05424452,318.3528,255.4406,165.1459
-0.1692642,1.006671,0.0308392,48.7172,118.553,286.7976,-0.4720823,1.401483,0.04870784,316.0485,253.8003,166.9329
-0.172611,0.9946021,0.03195965,49.56624,118.5371,286.2681,-0.4709502,1.393368,0.04794431,315.2485,253.5681,166.5168
-0.1750942,0.9836013,0.03259265,50.02038,118.6484,285.9837,-0.4693505,1.373219,0.04942191,313.4341,253.6979,164.158
-0.1769581,0.9692487,0.03340983,50.06711,118.5546,286.0486,-0.4689325,1.361546,0.05093801,312.573,254.1182,162.1029
-0.1769656,0.9612123,0.03363538,49.56927,118.3187,286.6625,-0.4687113,1.361688,0.05069458,312.5547,254.116,162.1052
-0.1756246,0.9512608,0.03425002,48.46109,117.5599,287.8925,-0.4692038,1.343677,0.05204725,311.7808,254.3132,158.9863
-0.174075,0.9457769,0.0350337,47.66102,116.8348,288.4859,-0.4608532,1.287224,0.05280244,316.9846,249.8002,152.3209
-0.1732879,0.9432563,0.03546166,47.33176,116.406,288.6499,-0.4608532,1.287224,0.05280244,316.9846,249.8002,152.3209
-0.1714956,0.9387332,0.03680968,46.6846,115.4357,288.5866,-0.4590503,1.285471,0.0532161,317.6921,249.5478,152.1043
-0.1695302,0.9347837,0.03852654,46.11054,114.3764,288.2657,-0.4590503,1.285471,0.0532161,317.6921,249.5478,152.1043
-0.1664255,0.9303921,0.04145646,45.4231,112.8851,287.5237,-0.4590503,1.285471,0.0532161,317.6921,249.5478,152.1043
-0.1630071,0.9271005,0.04472303,44.98129,111.5171,286.7913,-0.4550349,1.282885,0.05326438,318.9753,249.0678,151.8892
-0.1592389,0.9247826,0.04800272,44.47987,110.3589,286.2631,-0.4538282,1.282217,0.05294847,319.3867,248.8779,151.9315
-0.1577892,0.9243138,0.04900157,44.24558,109.9811,286.102,-0.4540967,1.282637,0.05294502,319.4059,248.8744,151.9098
-0.1534467,0.9236305,0.05196762,43.36768,108.885,285.2557,-0.4508451,1.280959,0.05214298,320.1645,248.3794,152.3427
-0.1518868,0.9236197,0.05300045,42.98971,108.5199,284.9417,-0.4508928,1.280969,0.052145,320.1741,248.3873,152.3456
-0.1486671,0.9240639,0.05468214,42.09683,107.9511,284.5947,-0.4508928,1.280969,0.052145,320.1741,248.3873,152.3456
-0.1365691,0.9291288,0.06014264,39.66098,106.4565,283.6985,-0.4461373,1.27846,0.05084527,321.1197,247.854,153.272
-0.1365591,0.92913,0.06016576,39.64646,106.4511,283.6913,-0.4439343,1.277285,0.05012667,321.5579,247.691,153.621
-0.1294503,0.9327992,0.06216562,38.7785,106.7431,283.9509,-0.4421293,1.276107,0.04933882,321.9427,247.4921,153.8926
-0.1245739,0.9356182,0.06341267,37.88267,106.6678,284.704,-0.4421736,1.276136,0.0492363,321.9438,247.4997,153.877
-0.1155816,0.9420307,0.06636238,35.79351,105.9666,286.4938,-0.4421736,1.276136,0.0492363,321.9438,247.4997,153.877
-0.1118144,0.9446907,0.06777442,34.89059,105.6188,287.3681,-0.4391063,1.273668,0.04635394,322.7444,247.057,154.5788
-0.1044289,0.9497869,0.07154,33.20271,104.5673,288.3507,-0.4384578,1.272488,0.04509962,323.1068,246.9536,154.9461
-0.09920573,0.9530609,0.07480311,32.22844,103.6438,287.9005,-0.4384876,1.272471,0.04527104,323.124,246.9576,154.9513
-0.09607601,0.9547679,0.07693624,31.92228,103.1638,287.0116,-0.437287,1.271177,0.04373765,323.5709,246.8409,155.3244
-0.09327602,0.9559668,0.07888353,31.83136,102.9036,285.7523,-0.4371692,1.271044,0.04361987,323.5779,246.8554,155.2823
-0.08945608,0.956998,0.08088851,31.73813,102.8888,283.8038,-0.4366311,1.269961,0.04238129,324.0159,246.8078,155.4167
-0.08545566,0.9580104,0.08238769,31.46565,102.8942,282.4589,-0.4368476,1.269986,0.04248953,324.0398,246.8573,155.2873
-0.08279097,0.9584893,0.08319163,31.22474,102.9524,282.09,-0.438748,1.268936,0.04165578,324.8824,247.1104,154.6623
-0.07714033,0.9595777,0.08477533,30.38953,102.6738,282.5128,-0.4387158,1.26898,0.04160202,324.8891,247.1237,154.616
-0.07310057,0.9601617,0.08628058,29.84652,102.1325,283.2661,-0.4387158,1.26898,0.04160202,324.8891,247.1237,154.616
-0.06734657,0.9588485,0.08959579,29.36456,101.018,283.1915,-0.4387158,1.26898,0.04160202,324.8891,247.1237,154.616
-0.06562281,0.9574803,0.09097195,29.54725,100.6378,282.3279,-0.4387158,1.26898,0.04160202,324.8891,247.1237,154.616
-0.06333184,0.9526485,0.09320259,30.71824,100.3858,279.8112,-0.4387158,1.26898,0.04160202,324.8891,247.1237,154.616
-0.06288815,0.9493796,0.09371924,31.64217,100.5933,278.0994,-0.4387158,1.26898,0.04160202,324.8891,247.1237,154.616
-0.0626502,0.94435,0.093642,32.97454,101.0654,275.945,-0.4387158,1.26898,0.04160202,324.8891,247.1237,154.616
-0.06244576,0.9415092,0.09297204,33.67778,101.3586,275.4181,-0.4387158,1.26898,0.04160202,324.8891,247.1237,154.616
-0.06168675,0.9382517,0.09155345,34.38818,101.602,276.009,-0.4387158,1.26898,0.04160202,324.8891,247.1237,154.616
-0.06082773,0.936741,0.09043825,34.61023,101.6129,276.7968,-0.4383687,1.268945,0.04169869,324.8778,247.0812,154.7271
-0.05930948,0.9352136,0.08876324,34.79996,101.5565,277.7827,-0.4375719,1.268845,0.04129124,324.8079,246.9729,155.0541
-0.05744326,0.9345546,0.08718085,34.68122,101.4917,278.286,-0.4371923,1.268764,0.0409584,324.7617,246.8983,155.2403
-0.05596602,0.9347293,0.08622229,34.35942,101.4075,278.3944,-0.435613,1.268341,0.03999376,324.5313,246.6133,155.8592
-0.0523026,0.9371042,0.08418751,33.13647,101.0684,278.7303,-0.4343053,1.267888,0.03900504,324.3572,246.3648,156.3273
-0.04950166,0.9406202,0.08193707,31.84573,101.0338,279.9399,-0.4328867,1.267332,0.03803897,324.1753,246.1564,156.7401
-0.04749,0.9436098,0.08039975,30.84483,100.8942,280.9613,-0.4309429,1.265934,0.03665924,323.8989,245.9285,157.3056
-0.04645813,0.9451535,0.07952631,30.32545,100.7705,281.4648,-0.4290243,1.26413,0.03499532,323.6898,245.6149,157.7997
-0.04347372,0.9503508,0.07729805,28.57622,100.3591,282.7934,-0.4280127,1.262689,0.03384495,323.627,245.45,158.0478
-0.04261446,0.9520859,0.07661664,28.05332,100.2826,283.187,-0.4270989,1.26026,0.03299534,323.5523,245.3345,158.1304
-0.03874576,0.9586124,0.07285321,26.03542,100.4058,285.1006,-0.4295369,1.259559,0.03416371,323.863,245.8512,156.9999
-0.03504705,0.9641113,0.06900942,23.79395,100.8641,286.1209,-0.4328524,1.258883,0.0366559,324.215,246.7071,155.0896
-0.03355718,0.9673277,0.06655204,22.66638,101.208,286.4868,-0.4379493,1.257993,0.04308534,324.8473,248.5882,152.0668
-0.0318321,0.9714906,0.06266236,21.43103,101.6444,287.525,-0.4377056,1.258049,0.04286003,324.8434,248.5853,152.0674
-0.03131044,0.9762501,0.05908382,21.14723,102.0078,290.1482,-0.4391378,1.258408,0.04573274,324.8832,249.4013,150.9843
-0.03147721,0.9815463,0.0555222,21.68602,102.8383,293.9632,-0.4422029,1.262359,0.05058932,324.627,251.0279,147.3424
-0.03183782,0.9872332,0.05182171,22.52921,104.0647,296.685,-0.4438192,1.26398,0.05038238,324.7901,250.9722,146.4917
-0.03194702,0.9918455,0.04996634,22.75114,104.8644,297.3788,-0.4458054,1.265452,0.04992557,325.2081,250.7449,146.0591
-0.03113794,1.000483,0.04707527,22.57218,105.8053,297.129,-0.4519635,1.268078,0.04926801,326.768,250.5161,145.7426
-0.02974594,1.007572,0.04505455,22.06187,106.1819,297.0574,-0.460976,1.27178,0.05074155,329.0927,250.9927,144.7652
-0.02531207,1.027854,0.04247129,19.68521,106.1984,298.3413,-0.466139,1.274986,0.05277753,330.2589,251.4952,143.5427
-0.02409601,1.034061,0.04205966,18.84661,106.1223,299.0108,-0.4698437,1.27723,0.05426896,331.0935,251.8275,142.3819
-0.01857352,1.071035,0.04113257,13.4901,105.638,303.6527,-0.6480812,1.300913,0.08129632,12.47992,242.4741,110.7275
-0.01702511,1.088338,0.04126215,11.0593,105.4975,305.8894,-0.6480812,1.300913,0.08129632,12.47992,242.4741,110.7275
-0.01612496,1.115969,0.04253674,7.29701,105.371,309.1477,-0.6711675,1.30387,0.07964873,18.43043,237.5147,106.3176
-0.01765966,1.154567,0.04647732,2.478593,105.1969,312.0326,-0.6715168,1.304142,0.0798645,18.4206,237.5181,106.3063
-0.01926458,1.174392,0.04919946,0.05102152,104.9777,312.4261,-0.6891977,1.306439,0.07803285,22.36627,232.9918,103.0078
-0.02310324,1.20509,0.05436826,356.3459,104.4014,312.6215,-0.6986414,1.307845,0.07614172,24.2179,230.3633,101.1309
-0.02484763,1.215615,0.05633652,355.1279,104.1822,312.8411,-0.6980642,1.3078,0.0768044,24.31403,230.0704,101.1638
-0.02895868,1.237173,0.06049597,352.7141,103.7139,313.6154,-0.7123154,1.310328,0.07429135,26.71309,225.7822,98.35417
-0.03401113,1.259377,0.06511879,350.2641,103.1817,314.8217,-0.7229666,1.312854,0.07195592,28.24249,222.1563,96.22734
-0.04003131,1.282181,0.07004857,347.7245,102.6269,316.3995,-0.7230181,1.312828,0.07187212,28.20489,222.1462,96.26373
-0.05132091,1.317282,0.07810748,343.6399,101.7903,318.9692,-0.7396568,1.317181,0.06732321,29.71362,216.4969,93.21743
-0.07738817,1.376687,0.09333992,336.2679,100.8242,322.8721,-0.7469667,1.31939,0.06511426,30.12415,213.9903,91.91162
-0.1047361,1.422568,0.1073769,329.5484,100.0048,326.0083,-0.7596151,1.32366,0.06103778,30.48079,209.6356,89.64318
-0.120083,1.44539,0.1147786,326.1905,99.40449,327.7415,-0.7596151,1.32366,0.06103778,30.48079,209.6356,89.64318
-0.1451194,1.478211,0.1267918,321.2573,98.17262,330.5142,-0.7710475,1.327524,0.05719686,30.47196,205.9247,87.8504
-0.1622987,1.498869,0.1345036,318.1769,97.22043,332.4209,-0.7710546,1.327515,0.05715895,30.45763,205.9465,87.8865
-0.1905665,1.528212,0.1472845,313.9474,95.69897,335.1063,-0.7863888,1.332612,0.05104506,30.08045,201.186,85.97205
-0.2203432,1.555332,0.1604989,309.7928,93.77525,337.7776,-0.7952098,1.334897,0.04753494,29.75869,198.7749,85.17065
-0.2517467,1.580073,0.1737847,305.974,91.54799,340.3364,-0.8068451,1.337641,0.04235768,29.24493,195.9307,84.40228
-0.2847663,1.602516,0.187252,302.2619,88.76405,343.7198,-0.8064047,1.33737,0.04209256,29.20966,195.8756,84.38905
-0.3193504,1.622756,0.2013088,298.4569,84.73966,348.902,-0.8176693,1.339799,0.03963244,28.65785,193.4993,83.79874
-0.3665617,1.645829,0.2203063,293.7329,78.89096,355.601,-0.8269886,1.34024,0.03496683,28.18812,191.5082,83.39946
-0.4017282,1.659951,0.2341441,290.4537,75.04797,359.5535,-0.8369845,1.339665,0.0302943,27.68435,189.7884,83.06035
-0.4360498,1.671328,0.2480466,287.4989,71.22345,2.082488,-0.8371903,1.339313,0.03060627,27.65879,189.7746,83.04126
-0.4898227,1.685373,0.2717291,284.4413,59.87864,7.692821,-0.8466276,1.337547,0.02621007,27.24187,188.3442,82.68557
-0.5101091,1.689608,0.2816273,284.2175,52.40551,12.42714,-0.8463839,1.337359,0.02608657,27.23407,188.331,82.70717
-0.549244,1.695638,0.3025795,286.0325,35.99934,23.13431,-0.8557626,1.333992,0.02150452,26.86498,187.0241,82.31014
-0.56701,1.69738,0.3130891,287.866,29.90844,26.58558,-0.8629662,1.330544,0.01788604,26.63138,186.1247,81.9811
-0.5836924,1.698225,0.3228537,289.9644,25.5583,28.07808,-0.8629524,1.330528,0.0178957,26.63415,186.1332,81.97729
-0.6073912,1.698752,0.3352649,292.4935,20.98194,28.01645,-0.8629524,1.330528,0.0178957,26.63415,186.1332,81.97729
-0.6226555,1.698858,0.3413676,293.5099,18.39487,27.6674,-0.8750941,1.322453,0.01127315,26.29915,184.6207,81.28104
-0.6441234,1.698642,0.3473279,294.2844,14.80981,27.45815,-0.8801259,1.317442,0.008032203,26.16397,183.8969,80.94745
-0.6715671,1.698406,0.3503883,294.4174,10.31049,28.44831,-0.8838507,1.314043,0.006040096,26.00907,183.4192,80.58842
-0.6843172,1.698119,0.3503003,294.3177,8.075965,29.78694,-0.8837086,1.313951,0.005852222,26.00275,183.4125,80.58054
-0.7028011,1.697264,0.3482814,293.9678,4.502258,33.2123,-0.887221,1.309573,0.003297329,25.87975,182.8715,80.16704
-0.7202586,1.6964,0.3450518,293.4064,0.8216607,37.75328,-0.8872265,1.309572,0.003301144,25.88157,182.8769,80.16898
-0.7365049,1.694192,0.3412371,292.9077,357.6005,41.91389,-0.889753,1.306259,0.001856446,25.77526,182.5961,79.85065
-0.7465008,1.692052,0.3384542,292.5358,355.7395,44.07142,-0.8909258,1.303421,0.0006561279,25.78261,182.4815,79.67192
-0.7604378,1.688117,0.3342481,292.1104,353.8893,45.56024,-0.8937691,1.305173,0.00628829,25.63635,182.5034,79.53799
-0.7730566,1.682931,0.3306261,291.8773,353.1701,45.4227,-0.8916043,1.30263,0.002622366,25.82023,182.6149,79.68752
-0.7881335,1.674873,0.3257987,291.4655,353.9212,43.17817,-0.8910185,1.301935,0.00366199,26.00667,182.9379,79.84629
-0.7950574,1.670657,0.323387,291.1716,355.0102,41.50407,-0.8895091,1.302007,0.005755663,26.19354,183.4282,80.09612
-0.8049048,1.663837,0.3198456,290.6952,357.1801,39.08744,-0.8895091,1.302007,0.005755663,26.19354,183.4282,80.09612
-0.8112456,1.659342,0.3179343,290.4438,358.1512,38.28125,-0.8859481,1.302836,0.009019732,26.53382,184.2033,80.42135
-0.8180288,1.654881,0.3161111,290.3392,358.312,38.56776,-0.8819178,1.30418,0.01255703,26.89425,185.0569,80.67829
-0.8315307,1.646512,0.3143073,290.8302,357.1151,40.72427,-0.8817106,1.304253,0.01253033,26.90318,185.0735,80.66377
-0.8409382,1.640461,0.3141479,291.5078,355.7081,41.96204,-0.8817106,1.304253,0.01253033,26.90318,185.0735,80.66377
-0.8467501,1.636918,0.3144275,291.9148,354.8426,42.30694,-0.868071,1.308386,0.02164066,27.96769,187.4971,81.09113
-0.8597437,1.629263,0.3153238,292.5547,352.4238,43.0581,-0.8680521,1.308392,0.0216589,27.97257,187.5092,81.09019
-0.8597437,1.629263,0.3153238,292.5547,352.4238,43.0581,-0.8680521,1.308392,0.0216589,27.97257,187.5092,81.09019
-0.8664197,1.62583,0.3158724,292.5972,350.9803,43.8054,-0.8680521,1.308392,0.0216589,27.97257,187.5092,81.09019
-0.871442,1.623697,0.3162816,292.4854,350.1599,44.37464,-0.8680521,1.308392,0.0216589,27.97257,187.5092,81.09019
-0.8750154,1.622357,0.3167318,292.2593,350.0828,44.79111,-0.8680521,1.308392,0.0216589,27.97257,187.5092,81.09019
-0.8766004,1.621822,0.3170813,291.9468,350.1227,45.09636,-0.8680521,1.308392,0.0216589,27.97257,187.5092,81.09019
-0.8775264,1.622069,0.3177772,291.3006,350.526,45.00536,-0.8072912,1.331285,0.05767417,31.46951,198.0266,83.05892
-0.8769599,1.622753,0.3181823,291.0342,350.9059,44.90239,-0.8072661,1.331284,0.05768061,31.47256,198.0409,83.06563
-0.8756522,1.623851,0.3190176,290.8409,351.2741,44.79713,-0.8072661,1.331284,0.05768061,31.47256,198.0409,83.06563
-0.8736585,1.625452,0.3201352,290.7692,351.4657,44.50718,-0.7712659,1.342707,0.07388365,33.0047,204.3612,84.86454
-0.8674463,1.630044,0.3230965,290.701,351.8316,43.04019,-0.771093,1.34266,0.07394314,32.97659,204.3904,84.86696
-0.8636287,1.632698,0.3243591,290.6033,351.8294,42.54904,-0.771093,1.34266,0.07394314,32.97659,204.3904,84.86696
-0.8589934,1.635918,0.325722,290.3074,351.8108,42.30407,-0.7327479,1.3532,0.0888133,34.2987,211.1749,86.88303
-0.8510367,1.641324,0.32739,289.7712,351.5018,42.64884,-0.7072443,1.359615,0.09726048,34.85636,215.668,88.15617
-0.8381466,1.648972,0.3292283,288.9943,351.6371,44.33583,-0.7068471,1.359632,0.09673429,34.84918,215.7106,88.17551
-0.8344499,1.651046,0.3296574,288.8173,351.795,44.79187,-0.6791724,1.365877,0.1036384,35.18621,220.5434,89.59978
-0.8262492,1.655417,0.3308394,288.4491,352.5197,45.43528,-0.6548127,1.371407,0.1087742,35.2802,224.8123,90.95159
-0.817192,1.660231,0.3318052,287.9934,353.4811,45.76431,-0.6548213,1.371381,0.1087089,35.27452,224.8375,90.96942
-0.8070048,1.665019,0.3325385,287.4811,354.3265,46.06643,-0.6199485,1.378818,0.1154678,35.21016,231.2938,93.16035
-0.7778994,1.678035,0.3339372,285.8858,356.8736,44.8975,-0.6045865,1.381833,0.1178253,35.0723,234.2301,94.17767
-0.7575597,1.686358,0.334181,284.7222,0.1701283,41.19801,-0.5759929,1.387512,0.120856,34.52425,239.7906,96.07056
-0.7428874,1.691964,0.3340725,283.8263,3.465536,37.64621,-0.5760313,1.387508,0.1208029,34.50899,239.8064,96.08311
-0.7197787,1.700195,0.3334433,282.5677,10.59397,30.71059,-0.5499052,1.392387,0.122831,33.69921,244.9845,97.87751
-0.6869529,1.710942,0.3327909,281.5283,20.81305,23.0361,-0.5236386,1.397602,0.1239741,32.55013,250.2607,99.80032
-0.661323,1.719042,0.3324273,280.9807,26.37347,20.58054,-0.5236713,1.397599,0.123956,32.54409,250.2632,99.80982
-0.6338996,1.727538,0.3319858,280.6171,30.43197,19.42099,-0.4922796,1.403107,0.1237111,30.79584,256.5406,102.0382
-0.5943178,1.739499,0.3301622,280.2438,34.90971,16.86112,-0.4693798,1.407415,0.1221473,29.16256,261.1039,103.7152
-0.5626034,1.748614,0.3268918,280.0569,39.21793,12.44073,-0.4694699,1.407337,0.1220211,29.158,261.1111,103.7184
-0.5407256,1.754644,0.3238735,279.9532,41.93706,9.83663,-0.4396054,1.411854,0.1178323,26.59053,267.1269,105.8401
-0.5072516,1.763312,0.3181646,279.7527,43.57252,9.640436,-0.4179538,1.415193,0.113963,24.4225,271.4825,107.4446
-0.4724649,1.771412,0.3110733,279.8479,43.47953,12.91185,-0.3887075,1.417884,0.1056659,21.28973,277.3847,109.5378
-0.4354621,1.778662,0.3024478,280.639,46.5723,13.50009,-0.3887748,1.417868,0.1056505,21.28634,277.393,109.5485
-0.3954943,1.7848,0.290323,281.5915,55.00672,8.008755,-0.3639157,1.420966,0.09825206,18.18777,282.5403,111.3837
-0.3679769,1.787894,0.280091,282.2801,63.42801,0.8313118,-0.3639157,1.420966,0.09825206,18.18777,282.5403,111.3837
-0.31317,1.791282,0.2526457,283.3789,85.17,339.529,-0.3639157,1.420966,0.09825206,18.18777,282.5403,111.3837
-0.3000735,1.791425,0.2447777,283.5375,90.18302,334.8388,-0.3639157,1.420966,0.09825206,18.18777,282.5403,111.3837
-0.2509185,1.790485,0.2123837,284.4199,105.1919,323.3798,-0.3639157,1.420966,0.09825206,18.18777,282.5403,111.3837
-0.2157239,1.788791,0.1872553,286.0862,111.3143,321.7485,-0.3639157,1.420966,0.09825206,18.18777,282.5403,111.3837
-0.1922219,1.78634,0.1696277,287.3864,112.5786,325.0521,-0.3639157,1.420966,0.09825206,18.18777,282.5403,111.3837
-0.1571957,1.781831,0.1430687,289.4626,111.7826,334.0169,-0.3639157,1.420966,0.09825206,18.18777,282.5403,111.3837
-0.1229604,1.774069,0.113196,291.6192,109.9299,341.9231,-0.3638009,1.420986,0.09824467,18.17896,282.5534,111.3914
-0.07954919,1.75764,0.07103109,292.8621,102.4884,351.3527,-0.362453,1.421614,0.09896541,18.09336,282.7554,111.2242
-0.05238187,1.742275,0.04090118,293.8694,96.02647,353.8223,-0.3604203,1.422743,0.1004052,17.71428,283.3082,111.3021
-0.03631854,1.729446,0.01755023,295.3885,95.32578,351.8518,-0.3563631,1.424376,0.1010653,17.02931,284.3698,111.3756
-0.01394904,1.70974,-0.0195961,299.2675,100.0215,345.7501,-0.3539699,1.426067,0.1015871,16.46166,285.263,111.2857
0.008379936,1.687038,-0.0602324,305.114,106.4761,343.1687,-0.3491397,1.427485,0.1013696,15.84483,286.2624,111.1638
0.02816451,1.661771,-0.1002551,310.8246,112.4414,342.8925,-0.3455954,1.427448,0.1009332,15.64233,286.7707,111.239
0.0381062,1.645932,-0.1267785,313.0525,117.6419,337.7498,-0.3391882,1.4266,0.09945893,15.44935,287.5912,111.5071
0.04757559,1.617857,-0.1799222,314.5623,133.8567,308.5622,-0.3317018,1.426729,0.09751379,15.04536,288.9261,111.576
0.04923308,1.593101,-0.2207786,317.8927,147.6089,282.2117,-0.3234959,1.42726,0.09352827,14.06627,290.8204,111.9275
0.05071115,1.57508,-0.2446259,321.1247,154.04,271.2708,-0.306429,1.429435,0.0825491,11.26866,294.4288,113.4324
0.05106974,1.558535,-0.2656346,323.8527,158.0599,266.6856,-0.2910994,1.432438,0.07049263,8.477816,297.0456,115.8069
0.05262113,1.537447,-0.2918719,326.5235,160.29,268.9034,-0.2776786,1.43541,0.05755949,5.502687,298.7331,118.6105
0.0564599,1.519873,-0.3132086,328.4593,159.3441,277.2702,-0.2696506,1.437329,0.04915655,3.593575,299.6344,120.403
0.06242907,1.503196,-0.3321485,330.9368,157.1142,287.1114,-0.2505473,1.438998,0.03036022,359.6979,301.8146,122.9777
0.06844532,1.487082,-0.3493868,333.4926,155.6179,293.461,-0.2390935,1.43711,0.02190256,358.1926,303.7645,123.3439
0.073259,1.472605,-0.3646451,334.9913,154.95,294.8099,-0.2314677,1.434793,0.01758444,357.5558,305.2958,123.5191
0.07768643,1.460381,-0.3773768,335.3314,154.8748,292.6946,-0.2202345,1.430889,0.0124315,356.7415,307.6906,123.5482
0.0792464,1.453602,-0.3854812,335.2514,155.4185,290.0852,-0.2096897,1.427362,0.007870317,355.9097,309.9924,123.154
0.07909644,1.444356,-0.3970929,335.3815,157.5521,286.0159,-0.2031684,1.425035,0.004649401,355.3174,311.1898,122.691
0.07636631,1.435943,-0.4085692,336.42,160.9443,283.4649,-0.1944621,1.422463,-0.0005924702,354.3687,312.4271,122.1967
0.07401454,1.427194,-0.4189678,338.0406,164.0529,281.1476,-0.1869096,1.41995,-0.005613804,353.5557,313.3188,122.3837
0.07386565,1.419483,-0.4276065,339.5529,166.1609,278.5886,-0.1805851,1.416965,-0.01040137,353.075,313.9686,122.9585
0.07564652,1.413052,-0.4348583,340.7165,167.3553,274.9157,-0.1770856,1.415049,-0.01346731,352.9012,314.266,123.3466
0.07753038,1.409646,-0.4388611,341.0945,167.8926,272.0422,-0.1722407,1.412328,-0.01762247,352.6853,314.8561,123.5425
0.08126831,1.405337,-0.4442902,341.2491,168.3701,267.7371,-0.1691111,1.410811,-0.02014458,352.5486,315.2232,123.5344
0.08515275,1.402102,-0.4493254,341.185,168.7041,264.3221,-0.1615207,1.408183,-0.02659166,352.2491,316.016,123.5401
0.08774841,1.399733,-0.4525195,341.2924,168.8956,262.6634,-0.1586332,1.407532,-0.02906156,352.0358,316.2632,123.5761
0.09390461,1.394877,-0.4582506,342.1811,169.2192,260.4995,-0.1538578,1.407695,-0.03321743,351.4192,316.3514,123.6256
0.09690487,1.39159,-0.460767,343.1105,169.6705,258.401,-0.1492095,1.408692,-0.0370813,350.7274,316.3794,123.9548
0.1015022,1.386069,-0.4641066,344.8778,170.4591,254.9555,-0.1446817,1.40999,-0.04076564,350.1382,316.3604,124.6616
0.1046243,1.382525,-0.4657774,346.1666,170.9988,253.1878,-0.1417994,1.410895,-0.04283047,349.7648,316.278,125.2165
0.1097152,1.377096,-0.4679201,348.1713,171.6051,250.4393,-0.1375518,1.412721,-0.04547077,349.1949,316.0436,126.0767
0.1151842,1.372429,-0.4689881,349.4599,171.9687,248.0569,-0.1347072,1.414047,-0.04663622,348.9535,315.8854,126.6934
0.1211265,1.370161,-0.4690773,349.7598,171.8379,247.7785,-0.1318083,1.415699,-0.04738522,348.7382,315.7383,127.3816
0.1278449,1.369252,-0.4683703,349.9782,171.079,248.8754,-0.1263562,1.419837,-0.04773676,347.9484,315.3479,128.3212
0.1360987,1.367269,-0.4652765,351.1439,169.769,248.7348,-0.1225386,1.424133,-0.04738259,346.9969,314.8378,128.193
0.1391307,1.366405,-0.4635937,351.7179,169.2852,248.3776,-0.1200995,1.426831,-0.04660606,346.3629,314.5382,127.8627
0.1486043,1.362906,-0.4579531,353.9092,167.5676,246.4616,-0.234326,1.362428,0.068344,356.0751,293.3079,102.0586
0.1545199,1.361502,-0.4532725,355.0508,166.4502,245.5518,-0.252823,1.353097,0.07608306,356.5782,290.0072,99.43539
0.1593983,1.361598,-0.4483268,355.6322,165.4959,245.6839,-0.2526995,1.353126,0.07630455,356.5691,290.0097,99.42544
0.1634597,1.363307,-0.4433619,355.6281,164.6694,246.8446,-0.2746338,1.342068,0.08379674,356.9292,286.1566,96.46406
0.1665934,1.367359,-0.4385968,354.7431,163.9485,249.4296,-0.2940993,1.332092,0.08866179,356.9732,282.7979,93.88419
0.1700785,1.377284,-0.4301865,352.0977,162.9051,255.1828,-0.2939451,1.332265,0.08861732,356.9561,282.8287,93.85583
0.1739365,1.390105,-0.4198899,348.6016,161.3473,261.8706,-0.3158288,1.32072,0.09356999,356.834,279.1888,91.02816
0.1774684,1.397847,-0.4112353,346.6187,159.9355,265.5291,-0.3158288,1.32072,0.09356999,356.834,279.1888,91.02816
0.1838187,1.407067,-0.3967342,344.4632,157.2734,269.2576,-0.3158288,1.32072,0.09356999,356.834,279.1888,91.02816
0.1859666,1.409538,-0.3916095,343.9445,156.3172,270.0963,-0.3639297,1.295903,0.1000401,355.6823,271.5004,85.53854
0.1898048,1.414422,-0.3810841,343.0383,154.3783,271.9838,-0.3857442,1.285174,0.1015304,354.6584,268.1575,83.32878
0.1955396,1.426145,-0.3579748,341.0189,150.7239,278.6021,-0.385898,1.285126,0.1015408,354.6475,268.1563,83.31329
0.1996593,1.448181,-0.3159492,336.9978,145.0633,294.5307,-0.4309891,1.264342,0.1028624,351.6811,261.4151,78.95604
0.1996593,1.448181,-0.3159492,336.9978,145.0633,294.5307,-0.4309891,1.264342,0.1028624,351.6811,261.4151,78.95604
0.2011476,1.459166,-0.2917634,334.6693,141.9098,303.2723,-0.4498862,1.256367,0.1021178,350.2466,258.6914,77.38157
